Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Costa Rica,CRI,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21003797444,23148303994,25116600019,26677434623,27672367909,27438909228,29103591932,28841050261,28984176857,29478791046,30477075854,31248051324,32514044388,33734629492,34935731071,37471037390,40156346685,41556996531,41880698540,44444580678,46049367721,48616738267,49573288083,51314757158,54026905534,56831853099,58379189395,59506909240,60716807711,58347369050,61867996350,62681291331,66411448749
Estados pequeos del Caribe,CSS,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33838222252,,,,,,,,
Cuba,CUB,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,22653981886,24598502741,25785629129,26671297265,26934526714,29486467668,31086456861,33793078517,36023741704,36420606204,34646755047,41467381502,45162515379,47625713446,51431508854,52147634311,52251076226,50979647608,53014852769,53449553565,51533037857,46154261250,41026796845,34864672414,34955749689,35763627281,38661585251,39767824842,39908974105,42351529920,44779368639,46406214510,46956965138,48847046590,51589798519,57510920240,64637424943,69017095500,71879511678,72277471390,74212419538,76843248759,79280541282,81593239073,82341170368,86014000000,86315001318,87884424853,89800589268,89627732014,,,,
Curacao,CUW,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014589274,,,,,,,,
Islas Caimán,CYM,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793005892,,,,,,,,
Chipre,CYP,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,3739296609,4384825788,4722392927,5176312635,5482088655,5610213206,5944079080,6231538548,6785971168,7123800145,7287001799,7810964740,8485584484,9189004720,9879530558,9959234925,10881640778,10971087360,11604644448,12028604886,12206453709,12446561675,14382021836,13820207160,14201746746,14982543660,15889395641,16478640459,17015564589,17939669749,18723474371,19491601513,21239632712,21099217953,21332229221,22298816058,20836735595,19344300897,18728504349,19774901919,20361485865,21745135963,22972804195,23874512159,22788458046,24762072045,26860828180,27068803904
República Checa,CZE,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11096E+11,1.17212E+11,1.16926E+11,1.19311E+11,1.20233E+11,1.23185E+11,1.27743E+11,1.31112E+11,1.36204E+11,1.41594E+11,1.48978E+11,1.54198E+11,1.63457E+11,1.66824E+11,1.59321E+11,1.58581E+11,1.59034E+11,1.60243E+11,1.61772E+11,1.66343E+11,1.75137E+11,1.8003E+11,1.88948E+11,1.94463E+11,1.9956E+11,1.92182E+11,1.99453E+11,1.97845E+11,
Alemania,DEU,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,1.39539E+12,1.44447E+12,1.50716E+12,1.57203E+12,1.5679E+12,1.56498E+12,1.63739E+12,1.6889E+12,1.76033E+12,1.81209E+12,1.80893E+12,1.7873E+12,1.78512E+12,1.82545E+12,1.87526E+12,1.92118E+12,2.01958E+12,2.06381E+12,2.14909E+12,2.21931E+12,2.34055E+12,2.42972E+12,2.50251E+12,2.48817E+12,2.54241E+12,2.5944E+12,2.61711E+12,2.64831E+12,2.70527E+12,2.75768E+12,2.80693E+12,2.85005E+12,2.84846E+12,2.84388E+12,2.92395E+12,2.93522E+12,3.05477E+12,3.14203E+12,3.13536E+12,3.03684E+12,3.13189E+12,3.23947E+12,3.24656E+12,3.26784E+12,3.34373E+12,3.4341E+12,3.53815E+12,3.61704E+12,3.67297E+12,3.73389E+12,3.58351E+12,3.69105E+12,3.67689E+12,3.74051E+12
Djibouti,DJI,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115156907,2304132919,2500358047,2633194978,2730169726,2849598977,2936486467,2973292267,3151387662,3384471747,3480184962
Dominica,DMA,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518644444.4,,,,,,,,
Dinamarca,DNK,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86296E+11,1.87956E+11,1.94155E+11,1.94977E+11,2.05342E+11,2.12395E+11,2.19125E+11,2.26563E+11,2.32206E+11,2.39443E+11,2.46737E+11,2.50857E+11,2.53148E+11,2.55491E+11,2.66176E+11,2.769E+11,2.87758E+11,2.87682E+11,2.91026E+11,2.75309E+11,2.85704E+11,2.88362E+11,2.89791E+11,2.97866E+11,3.05082E+11,3.11066E+11,3.18158E+11,3.27282E+11,3.34207E+11,3.40376E+11,3.39675E+11,3.70532E+11,3.79698E+11,3.62025E+11
República Dominicana,DOM,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,4464335535,4301425681,5043632776,5395844575,5778919662,5089170458,5740028298,5930255017,5952454560,6592118102,7896854458,8799056835,9911899884,11006995028,11618812644,12236662347,13047935433,13496169893,14003201316,14767124227,15367601650,15907236407,16305202718,17035839014,17281219035,16377881674,17307582511,18861843409,19022979640,20168507523,19137827729,19419298949,21579844994,22788468337,23536703087,24876257067,26555886637,28902732049,30770191698,32510309260,34093175432,34923177476,36513845595,35135534918,35391794059,40019572268,43902960463,47130520222,49363633512,49811603462,53976511284,55527509894,56988876088,59297831220,63416334575,68228426836,72603088324,75668612693,81347016271,85197730068,79428964490,89280129187,94719930645,96233390503
Argelia,DZA,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,43984953902,45399410086,48936577586,51072499641,54966376269,54942122523,60680528933,64927609129,65328676861,66864168597,71662125029,76388310110,81548859386,85113250085,85994386891,85542513076,83522894035,87718564668,88401393836,85640089295,88472429986,87596056714,86264800388,88680554861,92203808197,94032631801,99325638328,1.01979E+11,1.04711E+11,1.10406E+11,1.1538E+11,1.23E+11,1.27642E+11,1.33311E+11,1.37956E+11,1.46624E+11,1.51212E+11,1.53049E+11,1.61682E+11,1.64982E+11,1.68531E+11,1.71436E+11,1.77991E+11,1.83649E+11,1.93998E+11,1.95735E+11,1.96103E+11,1.98186E+11,1.89255E+11,1.95526E+11,2.01004E+11,2.11894E+11
Asia oriental y el Pacífico (excluido altos ingresos),EAP,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30043E+12,2.52959E+12,2.76233E+12,2.95498E+12,3.1787E+12,3.44876E+12,3.71653E+12,4.05596E+12,4.46428E+12,4.91936E+12,5.43902E+12,6.13238E+12,7.00067E+12,7.68563E+12,8.3183E+12,9.16258E+12,9.94685E+12,1.07752E+13,1.15276E+13,1.24574E+13,1.32369E+13,1.41171E+13,1.5123E+13,1.60803E+13,1.70508E+13,1.72253E+13,1.85742E+13,1.91844E+13,2.02125E+13
inicial del dividendo demográfico,EAR,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42196E+12,4.44812E+12,4.7171E+12,4.94889E+12,5.13563E+12,5.35209E+12,5.55055E+12,5.65932E+12,5.76864E+12,6.04511E+12,6.3647E+12,6.74038E+12,7.22245E+12,7.69384E+12,7.92515E+12,7.97155E+12,8.48995E+12,8.82378E+12,9.08459E+12,9.39478E+12,9.75775E+12,1.0152E+13,1.06399E+13,1.11363E+13,1.15299E+13,1.17827E+13,1.11677E+13,1.20042E+13,1.26596E+13,1.32758E+13
Asia oriental y el Pacífico,EAS,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63268E+12,9.0974E+12,9.457E+12,9.5826E+12,9.91123E+12,1.04104E+13,1.07516E+13,1.12192E+13,1.17579E+13,1.24235E+13,1.30743E+13,1.39068E+13,1.4973E+13,1.55178E+13,1.59879E+13,1.71098E+13,1.79696E+13,1.89584E+13,1.99191E+13,2.09762E+13,2.20478E+13,2.30894E+13,2.43229E+13,2.53738E+13,2.64077E+13,2.64316E+13,2.81072E+13,2.87376E+13,3.01279E+13
Europa y Asia central (excluido altos ingresos),ECA,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48711E+12,,,,,,,,
Europa y Asia central,ECS,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43179E+13,1.45972E+13,1.49885E+13,1.54584E+13,1.59388E+13,1.64918E+13,1.687E+13,1.71052E+13,1.74E+13,1.78969E+13,1.83118E+13,1.88711E+13,1.93828E+13,1.93253E+13,1.87799E+13,1.92205E+13,1.94466E+13,1.9409E+13,1.9549E+13,1.99252E+13,2.03653E+13,2.07242E+13,2.12538E+13,2.16765E+13,2.21165E+13,2.07631E+13,2.205E+13,2.23483E+13,
Ecuador,ECU,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,10795333512,11299588445,11858670155,12204264259,13132311031,13522769843,13477028554,14109595720,14361946566,15064849239,16072091650,17018855619,17855173744,19962950666,22281635737,25346460493,26920779963,27239631188,28622966642,29410291413,30232421225,31920037836,31423659848,31296652904,31490920181,32823864847,33877726857,33390895530,34744628193,34895172214,36926691704,39233572965,40787128227,42182864735,44204524803,45407707603,46009296688,48238987736,49541820601,45744946262,45856077444,49514810346,52532513001,53889540526,57395967697,60844008941,63724339474,64894868796,70260924860,71261055013,74553192278,80795873359,85593184816,91812881947,95597334718,95498179000,94684503439,99962533359,1.00584E+11,1.00569E+11,90722579066,1.01516E+11,1.07771E+11,1.09668E+11
"Egipto, República Árabe de",EGY,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,28298025139,29755413737,30142371212,29686175466,30973863505,32780708277,34089411655,35198127371,36143045702,36727609276,39634175364,44547376261,48372051925,51745965412,53422964298,58069342082,62000936411,69125630282,72859795973,80110920590,82421081665,85409861796,97185176984,1.03313E+11,1.07659E+11,1.12289E+11,1.17308E+11,1.22401E+11,1.25884E+11,1.30802E+11,1.37059E+11,1.44068E+11,1.52E+11,1.6094E+11,1.69946E+11,1.80606E+11,1.88214E+11,1.90787E+11,1.96384E+11,2.04152E+11,2.13235E+11,2.29652E+11,2.46937E+11,2.64408E+11,2.74668E+11,2.82863E+11,2.85941E+11,2.93039E+11,2.98615E+11,3.07998E+11,3.23666E+11,3.39085E+11,3.51573E+11,3.68237E+11,3.84432E+11,4.00208E+11,4.13544E+11,4.39017E+11,4.50493E+11
Zona del Euro,EMU,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,4.55171E+12,4.74746E+12,4.98455E+12,5.26419E+12,5.31293E+12,5.30816E+12,5.54085E+12,5.70297E+12,5.93486E+12,6.09451E+12,6.11449E+12,6.05941E+12,6.10615E+12,6.2137E+12,6.35563E+12,6.50644E+12,6.82231E+12,7.01804E+12,7.33486E+12,7.61918E+12,7.94618E+12,8.16196E+12,8.3415E+12,8.31589E+12,8.48908E+12,8.70173E+12,8.86168E+12,9.09961E+12,9.39599E+12,9.6886E+12,9.95899E+12,1.01716E+13,1.02732E+13,1.03697E+13,1.06379E+13,1.0794E+13,1.11283E+13,1.14538E+13,1.13887E+13,1.10526E+13,1.12305E+13,1.13439E+13,1.12454E+13,1.12675E+13,1.14499E+13,1.17402E+13,1.2038E+13,1.23145E+13,1.25341E+13,1.27446E+13,1.19574E+13,1.26723E+13,1.27542E+13,
Eritrea,ERI,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
España,ESP,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,3.6638E+11,3.85867E+11,4.19703E+11,4.52529E+11,4.66074E+11,4.71146E+11,4.86119E+11,4.99785E+11,5.13912E+11,5.17592E+11,5.14755E+11,5.03569E+11,5.09675E+11,5.15329E+11,5.29268E+11,5.48676E+11,5.78593E+11,6.12436E+11,6.45111E+11,6.80463E+11,7.11405E+11,7.34753E+11,7.43993E+11,7.37343E+11,7.43057E+11,7.75846E+11,7.95104E+11,8.26728E+11,8.69137E+11,9.11265E+11,9.50113E+11,9.86535E+11,1.02518E+12,1.06405E+12,1.09582E+12,1.13347E+12,1.17587E+12,1.2145E+12,1.2153E+12,1.19351E+12,1.19198E+12,1.1669E+12,1.14041E+12,1.13027E+12,1.14596E+12,1.19589E+12,1.23644E+12,1.26914E+12,1.29693E+12,1.32206E+12,1.18261E+12,1.26256E+12,1.29906E+12,
Estonia,EST,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11353460121,12066518537,13079794499,14235176871,15366469500,17196780768,19055544386,20600810697,20227707031,17877379275,17818323233,19328109541,20175172705,21037880001,21841328213,22387751107,23217390481,24438100972,25658876925,26799791249,25586961628,27836110684,27570372361,
Etiopía,ETH,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44071266609,47880373332,52945504384,58346489394,64326828328,70444009848,76978552217,82351371563,89089658908,94523097316,99906630261,1.05296E+11,1.12356E+11
Unión Europea,EUU,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76859E+12,9.9655E+12,1.0226E+13,1.05582E+13,1.08879E+13,1.12038E+13,1.1443E+13,1.15743E+13,1.17059E+13,1.20257E+13,1.22395E+13,1.26485E+13,1.30326E+13,1.30139E+13,1.26251E+13,1.2847E+13,1.30009E+13,1.29097E+13,1.29536E+13,1.31873E+13,1.3538E+13,1.38829E+13,1.42335E+13,1.45243E+13,1.48111E+13,1.39847E+13,1.4828E+13,1.49612E+13,
Frágiles y situaciones de conflicto afectados,FCS,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59139E+12,,,,,,,,
Finlandia,FIN,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6011E+11,1.65057E+11,1.77444E+11,1.88377E+11,1.96978E+11,2.05967E+11,2.12795E+11,2.15686E+11,2.15548E+11,2.25228E+11,2.28346E+11,2.35876E+11,2.46222E+11,2.45195E+11,2.28233E+11,2.34412E+11,2.36522E+11,2.32531E+11,2.3119E+11,2.32898E+11,2.36841E+11,2.42074E+11,2.48338E+11,2.52713E+11,2.5555E+11,2.53773E+11,2.60655E+11,2.60116E+11,2.52141E+11
Fiji,FJI,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4398111345,,,,,,,,
Francia,FRA,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,5.27294E+11,5.52884E+11,5.91608E+11,6.28394E+11,6.7154E+11,7.03422E+11,7.39209E+11,7.7566E+11,8.10018E+11,8.66864E+11,9.1802E+11,9.67883E+11,1.0145E+12,1.07953E+12,1.09563E+12,1.09472E+12,1.14089E+12,1.17466E+12,1.2324E+12,1.27453E+12,1.28042E+12,1.27822E+12,1.30619E+12,1.32102E+12,1.33356E+12,1.36377E+12,1.43036E+12,1.47247E+12,1.54732E+12,1.60541E+12,1.65365E+12,1.66715E+12,1.69753E+12,1.6926E+12,1.72694E+12,1.75878E+12,1.78942E+12,1.83843E+12,1.91187E+12,1.9906E+12,2.04731E+12,2.09591E+12,2.11285E+12,2.13606E+12,2.19248E+12,2.22802E+12,2.28308E+12,2.34947E+12,2.35797E+12,2.30928E+12,2.34358E+12,2.38777E+12,2.38379E+12,2.40839E+12,2.43955E+12,2.49186E+12,2.52587E+12,2.5754E+12,2.612E+12,2.66455E+12,2.43766E+12,2.62908E+12,2.64082E+12,
Islas Feroe,FRO,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2643571024,,,,,,,,
Micronesia (Estados Federados de),FSM,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375852000,,,,,,,,
Gabón,GAB,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,3218353959,3503706145,3913645413,4258687349,5782291778,7054558890,9711119621,8529414149,6175152686,5943740513,6087114867,6507383315,6328028594,6691385598,7495246441,7300080087,7377448579,6116215902,6901084996,7616446402,7623045851,8111096555,7683720428,7902308843,8379078986,8684655474,8975145592,9421003542,10124473875,9028575725,8210272939,8877084100,9181909148,9230214520,8727151106,9415695451,8670400068,8981913574,8525117087,9235083989,9398465775,9646412411,10882493483,11689355935,13201079698,13188718896,13598917906,13873703179,13532353834,13563252666,14229421393,12039438961,13820482364,
Reino Unido,GBR,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11528E+12,2.21575E+12,2.2865E+12,2.35026E+12,2.42826E+12,2.48661E+12,2.56373E+12,2.58485E+12,2.63681E+12,2.60157E+12,2.51639E+12,2.60587E+12,2.63651E+12,2.64914E+12,2.68619E+12,2.79079E+12,2.8641E+12,2.91342E+12,3.01624E+12,3.04936E+12,3.14594E+12,2.77155E+12,,,
Georgia,GEO,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11499652655,12291190804,13323860920,13901364671,14542519057,14880351882,15038834644,15755789021,16894737952,17668832004,16512545403,18002327269,19837943794,21186977442
Ghana,GHA,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26473953485,28261051815,30898379635,32418187775,34546705326,38816706268,41508907865,45647748280,45831787699,47920547875,49058180609,52556543513,56019300786,59901313150,63307805160,63870517101,67193507483,
Gibraltar,GIB,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041773226,6452577752,6699655096,6553870350,6950485207,7278655375,7732166245,7761107714,8263637924,8650895057,9632471116,10701477588,11253678411,11974486392,12519573682,12788248670,13646548255,13534315848
Gambia,GMB,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102064782,1075557900,1066284449,1102246461,1176749878,1251378447,1325815211,1213139045,1279355412,1314989340,1294315417,1345126615,1378072364,1445228387,1551629642,1649697237,1661863347,1732577464,1848432883,1939223030
Guinea-Bissau,GNB,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757845833.1,585351030.8,683176298.1,685436957.1,720163574.8,752760291.1,752753169,760591330.7,813312003.9,835062807,856761762.9,893078135.5,918203744.8,978158672.1,1043956650,1012102843,1068535639,1118012899,1177955665,1230705197,1284623170,1271382692,1415683486,1435088726,1514476990,1577160146,1649275880
Guinea Ecuatorial,GNQ,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5756798752,7637817802,8985905933,9205520953,9682174818,7434954237,8021256342,8975134969,9079112824,9273192278,9945017698,9419684455,8362924631,7934196035,7334332661,7316210056,7107925503,6163813751,
Grecia,GRC,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47181E+11,2.53949E+11,2.512E+11,2.42787E+11,2.31002E+11,2.05215E+11,1.96648E+11,1.91048E+11,1.94317E+11,1.95524E+11,1.94615E+11,1.96069E+11,1.96392E+11,2.00043E+11,1.82763E+11,1.95019E+11,2.02603E+11,
Granada,GRD,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880607407.4,,,,,,,,
Groenlandia,GRL,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,7574686987,7886897662,8176301979,8948717400,9340860977,9797770409,10305415563,10709343507,11566870386,12096377206,12794199818,13498141070,14483342616,15530979119,16582488525,16848876584,18249116560,19782094260,20817473396,21876648153,22555964664,22599154276,21728663149,21184127593,21079208247,21049914763,20784795674,21652692707,22556816926,23475604358,24102048148,25363906249,26526055112,27653630870,28778245466,30172732933,30943432321,32329691306,34083929027,35332593715,36625035374,37736394946,38749239813,39780905639,40924962247,42241742072,44293603265,46997438627,48973742647,49028917947,50145876467,52091503978,54038863528,55886495821,58193663365,60699664551,62463579947,64429741537,66667181844,69495768432,68243549853,73259450689,76681243124,79570377063
Guam,GUM,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4304540194,,,,,,,,
Ingreso alto,HIC,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85822E+13,2.88921E+13,2.96679E+13,3.01808E+13,3.13482E+13,3.23928E+13,3.34889E+13,3.47058E+13,3.5853E+13,3.70975E+13,3.85802E+13,3.92495E+13,3.98257E+13,4.06209E+13,4.19802E+13,4.31258E+13,4.44731E+13,4.53668E+13,4.49642E+13,4.39838E+13,4.53867E+13,4.61308E+13,4.6874E+13,4.75784E+13,4.87445E+13,5.00853E+13,5.09236E+13,5.22023E+13,5.33548E+13,5.44099E+13,5.22053E+13,5.52768E+13,5.63963E+13,
"Hong Kong, Región Administrativa Especial",HKG,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64954E+11,1.71909E+11,1.72508E+11,1.7898E+11,1.90915E+11,1.87162E+11,1.89293E+11,1.9892E+11,2.04131E+11,2.0702E+11,2.12279E+11,2.21017E+11,2.3054E+11,2.45938E+11,2.66214E+11,2.74998E+11,2.6242E+11,2.72021E+11,2.84969E+11,2.84419E+11,2.95852E+11,3.03706E+11,3.1511E+11,3.25223E+11,3.43802E+11,3.55971E+11,3.4984E+11,3.29603E+11,3.58828E+11,3.4284E+11,3.5905E+11
Honduras,HND,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11488358664,11757223838,12140762726,12609940070,13326195026,14228989300,15159862849,16382167261,17135283214,16812771728,16965473630,17505782914,17897959014,18429597738,18720128196,19549522845,20219779369,21443862357,21914573722,22435685497,20571281649,22879562591,24122876436,25151071464
Países pobres muy endeudados (PPME),HPC,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44071E+11,4.63173E+11,4.8494E+11,5.09269E+11,5.38405E+11,5.70645E+11,6.19847E+11,6.54178E+11,6.87668E+11,7.23022E+11,7.60218E+11,7.97058E+11,8.07131E+11,8.42326E+11,8.79818E+11,9.27256E+11
Croacia,HRV,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33746882733,35808473362,38017136690,38873160137,37777174161,38996460515,40104606951,42580140305,44244497550,46800828129,48487592048,50843399292,53556263712,54051783386,50144899319,49623424441,49681055371,48520896474,49193178558,49122048579,50921927823,51793933567,54334944289,55481154706,57631711608,53891764531,59421325509,63823705286,65953232838
Haití,HTI,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11294942903,10974491122,11112974874,11327046788,10724257496,10139165343,8954523559,9867026809,10292596286,10561369914,10781414728,11061262084,11132700770,11093026104,11201105585,11585272774,11441309394,11757910491,12037657644,12595874788,12934606265,13704998117,12940432699,13613114244,13696297457,14262936391,14690865582,14890262234,15172739098,15562322100,15807021116,15540252921,15002422455,14720279532,14473928862,14189407714
Hungría,HUN,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83980556670,87155141045,91200237735,96674950867,1.00699E+11,1.05331E+11,1.08526E+11,1.11783E+11,1.10811E+11,1.12314E+11,1.07937E+11,1.08691E+11,1.09386E+11,1.07835E+11,1.1158E+11,1.14816E+11,1.19183E+11,1.24875E+11,1.27668E+11,1.33504E+11,1.42068E+11,1.3821E+11,1.43195E+11,1.42896E+11,
Sólo BIRF,IBD,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05571E+12,8.56176E+12,9.05407E+12,9.42431E+12,9.81209E+12,1.03372E+13,1.07615E+13,1.12893E+13,1.19966E+13,1.28787E+13,1.3826E+13,1.50857E+13,1.65774E+13,1.76537E+13,1.83317E+13,1.97837E+13,2.10188E+13,2.21881E+13,2.32831E+13,2.45054E+13,2.54992E+13,2.66309E+13,2.80649E+13,2.93797E+13,3.05947E+13,3.01429E+13,3.23772E+13,3.35046E+13,3.51043E+13
BIRF y la AIF,IBT,INB (US$ constantes del año 2015),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82162E+12,9.37137E+12,9.89459E+12,1.02961E+13,1.07182E+13,1.1284E+13,1.1745E+13,1.2312E+13,1.30802E+13,1.4037E+13,1.50649E+13,1.6421E+13,1.80106E+13,1.91623E+13,1.9888E+13,2.14344E+13,2.27596E+13,2.40206E+13,2.52086E+13,2.65421E+13,2.76266E+13,2.88686E+13,3.04204E+13,3.18566E+13,3.31685E+13,3.26962E+13,3.50918E+13,3.632E+13,3.80293E+13
