Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brunei Darussalam,BRN,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,93390.40537,89609.72383,104649.2469,111191.6572,115181.177,138818.4952,121510.6228,91428.9507,90612.50016,88052.41351,83149.41502,78055.48285,71365.15918,70557.73851,67440.13642,63710.4615,63542.88601,63573.53816,59936.46518,58023.09411,57130.47562,56487.65658,55131.58985,57272.54358,52254.34832,53282.36206,53949.24008,53603.63824,54620.43325,55510.59234,54580.73143,53665.43825,54984.45261,52029.02071,49083.68243,47255.49835,47637.67139,48548.16811,48246.38125,46572.99475,44800.54085,44047.45708,42418.29887,42464.67545,41998.00604,43142.94093,43171.30111,42078.5326,41061.6587,41314.70957
Bhután,BTN,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,28515.80377,28299.31665,27670.39536,27136.28996,27580.94333,25775.42265,27141.27045,28302.51719,29301.67443,29683.18753,30148.40398,33589.04664,33643.9199,35988.05005,36457.79582,36762.13902,39705.85166,49703.31063,50536.8988,52684.01877,56604.79672,55387.30266,60142.6392,63891.86572,67076.75753,72674.8132,76608.15223,79292.64222,82398.36018,86969.54489,87736.26543,92018.16987,99412.37739,104925.9741,108152.5596,113674.8072,118487.6098,135980.1026,140542.556,149653.4578,165684.9661,177787.8708,184910.5112,186047.7048,194875.7901,205757.0814,221033.8051,223711.3477,229892.405,241512.9868,215374.9752,223320.9187,233318.1386,
Botswana,BWA,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,4464.357702,4641.63932,4838.85945,5006.914329,5223.368735,5446.282036,5759.702426,6068.729914,6675.165582,7644.098974,8903.227888,11012.8448,13425.81347,15537.02986,16089.14105,16601.99453,17446.28125,18538.26469,19955.77771,21077.06347,22703.63007,23931.75357,25798.64828,28161.60006,29509.65988,30533.57204,31927.6149,34573.87248,40084.77261,44078.11642,45786.67264,47879.45863,47909.39869,47449.2665,47826.66362,49863.51128,51496.53991,54514.25127,53556.37604,57478.35361,57384.21975,56356.38632,58663.17064,60306.31068,60861.54611,62502.74241,66478.80786,68979.67116,69806.89698,58707.79937,63300.85155,66311.24394,65096.55329,71240.77537,74210.55927,69609.53091,73572.53693,75519.19116,77573.40676,78796.59515,70890.84587,78167.0445,81155.87227,82018.05951
República Centroafricana,CAF,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,221329.8589,227976.8013,215346.8524,209679.8614,209792.6541,207464.4781,204422.96,209359.2064,207570.6947,217261.3898,217455.0239,215399.8459,211223.8062,211129.969,220226.7798,216858.7797,225266.3966,231439.6126,231793.1776,223669.5858,211320.7932,205717.6358,219029.8619,198849.2941,215058.3389,220726.6472,225731.8759,211777.5101,211842.8204,210599.2521,199766.3576,192542.7689,174540.2083,169634.6774,172478.4942,179921.3393,168304.974,172420.9304,175693.1372,177107.0801,168014.3767,171661.4955,174025.1123,160739.7456,166729.3134,164478.2585,168831.2193,173238.818,173066.1919,189170.0395,199518.3614,204607.383,212811.3961,134444.5644,135113.4349,140786.5518,144835.5557,148870.8381,151815.5509,154431.1834,153281.4609,152200.108,153386.2139,153088.033
Canadá,CAN,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,19734.832,19956.1278,21043.39057,21749.20027,22763.49946,23767.36879,24905.67468,25211.38972,26050.33798,27000.65898,27402.99339,27676.18256,28866.76513,30434.7223,31020.56145,31043.57443,32442.11982,33198.10727,34097.26212,35019.14832,35323.10999,36081.63158,34526.04983,35062.38878,36781.69202,38173.86959,38598.12673,39643.81714,40859.20194,41070.67846,40538.22122,39200.3383,39084.02717,39684.25844,41015.9885,41682.6137,41945.85227,43308.66248,44622.75023,46536.9933,48474.76974,48850.21625,49772.49116,50217.96421,51290.52732,52438.19215,53278.72473,53845.68754,53795.42647,51632.80292,52640.38995,53764.82929,54119.05456,54797.48569,55810.36763,55747.65398,55692.85607,56700.59851,57426.89154,57673.63054,54177.22065,56726.46587,57835.84872,56866.0208
Europa Central y del Báltico,CEB,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suiza,CHE,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,38406.00568,40706.77148,41588.84283,42695.53376,44202.45636,44614.50751,45237.39583,46045.73779,47100.99833,49197.3518,51958.16014,53792.64361,55092.60615,56355.31104,56868.15603,52749.41549,52307.11698,53762.04082,53977.12576,55210.99221,57522.92667,58125.20786,57029.90984,57148.80305,58657.07679,60544.04272,61349.24565,61931.69767,63493.21062,65709.53204,67428.14263,65980.80435,65228.80854,64556.02402,64856.65265,64734.49466,64752.9703,66057.926,67857.53195,68657.57628,70975.56405,71639.14984,71047.20956,70499.19887,71907.86596,73413.31941,75925.92746,78197.49608,79378.23979,76591.61996,78256.44464,78794.33239,78881.47624,79377.13642,80257.18565,80653.76034,81428.14264,81771.2207,83492.93397,83846.18403,81453.08119,85190.30504,86656.09653,86186.59875
Islas del Canal,CHI,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58114.75915,55626.76474,55870.42445,52308.32112,52238.50593,53194.34441,53155.67989,53659.63674,54484.03623,54885.05083,55516.35652,50395.855,55235.46069,58021.17925,60005.8546
Chile,CHL,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,2392427.17,2466059.172,2513353.257,2607031.408,2621576.407,2596449.788,2835100.657,2885075.069,2936634.441,3000074.189,3003726.918,3232790.854,3147934.725,2941714.522,2964358.184,2541501.985,2598320.864,2826091.921,2998189.105,3202690.609,3407759.358,3577234.792,3137159.386,2936165.652,3011187.578,3084547.392,3200427.516,3353582.523,3541952.995,3829919.593,3892157.421,4126719.682,4514160.007,4737311.025,4901238.513,5261488.317,5540602.941,5871097.894,6037570.7,5945778.008,6167176.112,6288592.504,6418761.266,6651955.845,7024659.6,7361269.232,7730769.714,8051122.153,8273136.434,8098522.754,8486736.576,8926437.821,9385398.148,9603880.133,9679078.715,9786875.046,9838729.19,9815597.338,10026621.09,9930155.372,9236918.254,10238523.78,10397630.01,10364298.11
China,CHN,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,1651.902775,1213.691894,1136.604195,1223.239059,1412.461853,1613.001619,1735.725297,1594.064119,1489.310967,1694.528194,1966.506735,2048.297215,2074.72242,2185.248962,2190.012929,2339.293857,2267.212681,2405.830103,2642.711908,2805.652637,2987.742654,3100.527061,3330.691904,3636.487292,4134.323124,4626.165426,4965.792283,5456.470352,5971.897892,6128.412926,6275.896772,6764.292832,7632.368708,8592.673083,9603.720436,10540.55903,11465.6438,12397.16975,13242.16884,14133.82838,15213.45467,16362.32226,17737.5558,19396.86453,21232.11027,23512.73088,26356.19706,29950.08079,32672.62702,35566.09777,39159.2811,42665.5311,45709.51356,48932.36983,52235.67683,55589.59199,59057.39051,62779.10641,66703.86815,70422.82016,71828.14841,77827.03421,80133.94957,84428.21403
Côte d'Ivoire,CIV,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,883960.4973,936950.5301,913262.9433,1006154.208,1138544.759,1061316.32,1139272.576,1146416.085,1241071.245,1306518.479,1383619.034,1450328.924,1445557.6,1463264.78,1458412.832,1508356.67,1635213.352,1691550.534,1806707.657,1779937.853,1523503.239,1514936.179,1458107.562,1346110.405,1258477.995,1264046.149,1255186.54,1203482.894,1171420.222,1160206.665,1103247.48,1060705.102,1016714.214,975186.1734,945165.6428,973777.5577,1009184.475,1064850.09,1069160.768,1046956.342,1015674.417,967561.2128,917134.4448,852283.6997,858359.8506,846457.4175,850029.1259,839623.4204,859992.6866,871397.7822,910778.9271,843342.5812,888847.9633,965050.893,1030208.217,1072882.836,1116963.124,1166350.903,1190300.154,1237465.172,1214990.198,1269021.929,1314434.023,1361410.953
Camerún,CMR,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,556857.8649,554822.5824,561059.0474,569469.6064,576811.8459,575455.8825,588336.6618,511858.6913,531143.224,543202.2321,545556.8521,549659.7198,549228.6959,562947.6256,606311.1005,655932.0383,603501.7607,668942.2907,794186.0622,818842.4643,777044.1929,878397.352,922212.3275,965570.4533,1009301.572,1058655.412,1096793.015,1041125.287,931449.8652,888093.2727,809653.4335,756430.8243,712275.1138,637367.9581,631351.5551,632031.668,641180.6215,652671.4768,665651.5101,677467.5774,685152.9588,696251.9166,708178.4321,726703.0966,756845.4372,752679.6756,760170.1819,771120.9275,770699.245,768245.8452,768246.8932,772058.7374,785367.5755,801759.3528,822354.4184,842101.0698,854371.4695,859899.2954,869488.4579,875022.0154,853717.3266,859107.288,868085.2166,872909.9221
"Congo, República Democrática del",COD,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,357354.6515,310490.9315,366641.0504,375665.4116,356820.4588,350609.1724,363839.9926,349895.2567,354505.9379,376521.401,365023.3281,376507.6863,367218.4174,386611.9207,388200.5371,359212.5379,331460.8705,325642.6397,298818.2287,289738.2616,286960.0487,285274.162,275574.4354,270744.0645,276354.0734,268591.2484,272540.7762,271146.0523,263833.9266,252388.8346,228115.3738,202065.7438,174841.4468,145980.1699,133801.813,129259.4941,125501.0782,116563.3474,111596.7217,103303.2341,93128.21765,88330.12013,88196.79634,90435.45155,93728.38874,96469.50499,98518.16457,101565.2658,104683.4668,104395.0321,108307.4775,112017.9584,116017.7981,121649.0429,128729.8835,133162.3027,131613.4582,131616.5242,134693.2363,136212.4598,134183.9245,137963.3014,145509.0106,152899.7436
"Congo, República del",COG,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,528729.9579,558271.5576,572126.9854,534623.9239,540122.5478,544651.3221,536656.4003,532517.5654,556687.0348,581198.8167,599818.8077,626857.1149,660068.0866,692407.8377,724053.7202,758589.6175,747085.0353,664125.0208,689988.1079,740568.13,851906.8906,980159.5883,1185664.139,1229401.782,1282801.125,1230792.535,1113209.086,1083202.759,1070858.647,1067401.623,1047732.721,1042750.856,1040158.569,999940.3144,917431.1185,927513.6475,940848.652,915195.9122,928755.0302,880664.4364,911767.6694,911389.0651,930893.5781,912595.4849,912594.2406,948564.993,986678.2509,888311.8428,913779.6025,980159.1371,1033778.446,1022789.804,1093517.485,1059651.869,1103100.555,1081235.493,963704.6453,887944.0236,846582.3501,835747.0746,764827.3681,754313.6389,747315.5392,743363.1711
Colombia,COL,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,5377262.112,5479239.989,5600459.955,5610528.563,5779699.831,5812563.39,5942418.887,6016685.382,6202387.867,6410579.303,6638470.379,6866784.811,7223828.873,7534815.044,7790447.288,7796889.572,7989584.587,8139424.639,8631783.612,8894576.938,9049282.476,9044403.44,8921429.817,8851447.106,8938988.523,9019672.318,9349913.218,9651517.336,9840171.151,9969325.672,10183484.32,10180721.38,10384756.59,10727656.94,11129773.16,11487318.62,11511894.73,11695600.29,11553396.37,10876958.79,11013214.69,11023354.85,11126931.24,11389841.64,11822332,12220875.91,12870017.54,13564286.5,13842081.8,13837693.16,14296322.65,15126686.67,15561684.24,16206139.32,16784748.19,17132063.61,17317286.79,17299757.97,17420037.12,17656974.13,16154454.84,17704148.18,18792745.22,18696702.24
Comoras,COM,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,448260.5464,452637.1545,468375.0585,477462.5374,483392.782,480772.5981,476302.0951,470985.9443,470742.5176,443758.1822,454295.5852,419443.4932,445872.2934,450967.1045,419675.1165,427341.9951,414620.5122,423965.6385,422071.7503,422595.3914,459530.294,460677.6068,461517.9551,462233.9847,462259.6021,465773.0939,468554.9307,462983.4648,471869.8505,477569.6623,485856.12,495974.7336,501499.4512,512939.4763,512474.7556,507527.1995,513733.2959,522814.179,531378.9962,530431.8669,519109.1125,519130.405,522418.2079,527818.5109
Cabo Verde,CPV,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,57818.13096,61835.37803,62650.07947,67613.00901,69177.13956,74103.98393,75161.43492,77305.26951,80804.29206,84137.3481,82999.05265,82160.30459,89101.19873,94800.13857,110709.5076,124061.2778,135710.9869,148285.2915,164196.2154,179868.808,202480.1847,203861.6588,211463.8081,217346.0777,236517.713,249872.3109,266735.2452,303819.1872,321854.7652,314017.7455,317499.1955,328887.2595,332121.3583,334044.6476,336305.5135,339408.3732,353826.9919,369686.264,383000.6017,409061.8597,323593.4878,345032.8755,397320.9106,416997.9569
Costa Rica,CRI,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,2023502.005,1986089.013,2018694.081,2081992.445,2084512.354,2180959.551,2259031.703,2314050.8,2437686.01,2500352.46,2615351.172,2719302.839,2866245.056,3009421.454,3096402.511,3081248.301,3167916.981,3360427.873,3477243.311,3551775.993,3482467.504,3312256.589,2988025.406,2990256.807,3142478.02,3079385.821,3162978.811,3227211.778,3253173.941,3351980.276,3384483.268,3374185.669,3592559.223,3752495.596,3826963.634,3891162.475,3852352.188,3972537.009,4165493.006,4251967.845,4331630.903,4403229.806,4479095.691,4601253.483,4734720.9,4852344.576,5135431.595,5482576.242,5665000.257,5540972.619,5766010.537,5949548.003,6167656.564,6251538.846,6403763.504,6567484.894,6774759.353,6990109.963,7108378.017,7219450.434,6863210.82,7370280.776,7672716.928,8027407.747
Estados pequeos del Caribe,CSS,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,1638.820767,1748.83545,1804.150646,1839.612888,1834.169699,1985.627452,2073.390294,2235.938054,2367.827122,2380.998277,2255.95761,2687.912163,2908.913349,3042.283617,3256.710086,3281.369342,3256.596684,3150.353697,3236.638478,3227.509931,3103.308098,2749.283088,2415.537427,2045.674281,2051.825318,2094.672854,2251.317204,2306.42247,2302.393656,2436.598734,2572.150476,2645.733198,2675.438997,2768.992727,2921.124011,3241.474483,3627.434378,3887.857048,4046.303845,4103.953361,4201.051763,4317.187407,4446.715193,4570.918451,4623.873859,4833.683886,4862.549855,4958.378785,5079.193075,5081.896154,4536.202057,4615.449074,4723.847224,4649.493722
Curacao,CUW,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36477.27925,37574.49611,37677.56047,37014.93211,36457.73146,35780.1864,35443.50852,35608.73688,35932.89827,35510.00524,35092.31219,34773.12423,34365.3878,33761.99763,33097.74163,32813.50487,32120.75859,31609.66505,31107.50427,30472.57008,25253.93824,26755.64935,29055.91226,30713.80846
Islas Caimán,CYM,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80055.20401,80168.62761,77595.78698,70000.90463,66235.64946,65193.92152,64228.40066,63365.4795,63420.2643,63649.08666,64192.96355,64764.05361,66087.87704,67261.87414,62666.1202,64404.57294,66322.5587,67842.76678
Chipre,CYP,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,5551.646484,6731.086914,7831.483398,8409.317383,9170.726563,9593.555664,9673.069336,10134.91113,10612.77637,11393.63867,11805.5459,12103.21191,12818.18164,13779.64551,14664.23145,15417.96875,15135.08887,16123.08203,15848.56641,16440.06641,17494.78516,17433.13672,17641.67578,18491.60742,19199.76172,20129.82813,20701.13867,21227.16797,21520.87109,22302.25195,23050.21875,23737.41406,24422.02734,24684.94531,23546.80859,23462.80078,22967.04688,21839.96484,20448.74219,20307.85547,21122.08398,22407.54883,23476.77344,24646.66602,25743.18555,24633.2793,27183.99219,28791.43164,29084.55859
República Checa,CZE,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292739.5019,259359.8626,257782.4006,257673.995,265074.762,281738.8317,293825.1109,292389.3051,291515.8411,295836.0996,308565.1564,318762.0843,324211.2251,335008.7764,350769.1578,372615.0128,396219.5504,415535.4386,422868.4287,400290.7475,409961.0895,416365.4449,412578.9411,412269.6596,421082.4493,441094.9152,451610.8573,473715.1773,485496.4156,500832.024,473111.3737,501171.9389,507406.9926,498017.8255
Alemania,DEU,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,11356.63002,11753.95039,12189.71787,12407.72924,13125.4319,13696.39483,13964.5321,13854.92241,14575.36301,15532.91525,16271.36369,16750.33572,17387.26322,18160.65168,18315.1553,18224.23259,19208.37981,19896.31585,20512.73986,21354.65067,21610.62757,21691.93594,21626.84759,22024.5727,22724.73106,23305.77598,23827.95005,24124.96536,24921.78009,25693.40327,26811.48745,27976.50557,28323.82379,27864.36566,28489.17805,28833.1891,29048.31313,29543.84805,30158.56733,30781.07836,31623.86796,32087.38099,31960.34263,31773.37984,32149.68238,32452.85216,33742.1874,34763.82741,35147.08458,33282.3461,34715.63072,36694.1728,36799.06312,36840.51499,37483.1845,37774.2443,38330.39172,39224.58837,39543.49108,39844.18065,38181.30242,39565.80558,39819.6634,39960.579
Djibouti,DJI,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368646.0819,387635.3431,409621.0396,431467.4212,447603.0744,461517.6741,479580.7071,478648.7712,493129.046,504386.6129,530666.7013
Dominica,DMA,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,6424.406969,7070.214468,5753.581518,6512.525225,7227.380744,7556.557382,7784.317792,8145.780768,8297.454561,8926.417206,9540.629444,10346.84292,10394.04587,11039.97013,11242.20734,11465.56076,11695.15936,11691.78289,12047.53199,12432.07031,12724.13743,13237.80453,13333.67214,13717.21329,13753.22165,13348.83789,14162.93356,14569.91362,14647.33611,15313.78077,16276.96196,17434.28123,17227.86942,17345.00937,17257.61372,17058.798,16743.59894,17375.55597,16892.06079,17559.4058,16662.87082,17335.49447,18368.59163,15388.24678,16539.38871,17561.1289,18476.01864
Dinamarca,DNK,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,117877.9499,124524.7852,130561.0582,130361.8089,141312.3563,146602.6456,149416.2407,156968.7617,165147.6001,175403.5277,177321.5671,181689.5801,187513.7842,195180.0699,192400.1202,189141.4493,199974.1878,203310.3477,207578.6124,215462.5036,213583.5704,212061.173,220476.7815,226485.4734,236437.2652,246156.9231,257463.9987,258328.5259,258907.7938,260556.481,264452.4473,267613.2331,272125.214,271006.0991,284393.0089,291510.3086,298259.0087,306433.2113,312425.102,320633.0211,331463.7069,333415.8948,333869.662,334431.4043,342829.2695,349953.3126,362117.1994,364073.7965,360431.0219,340673.6969,344532.4035,347614.3369,346290.0057,349651.9482,352329.4644,357211.5752,365326.7131,374078.4457,379151.6826,384261.8604,376322.4788,402355.2033,405347.4467,412393.6551
República Dominicana,DOM,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,40781.6448,38599.41846,43794.24322,45233.74603,46853.87685,39817.09189,43877.4345,44023.22574,42873.04448,46210.35828,53114.73916,57262.77305,61480.12855,67516.66917,69646.98091,71339.27895,74175.0734,75892.01744,75576.69228,77053.67712,81170.36367,82633.46398,82097.35283,83938.65276,83074.13448,79523.34435,80560.15739,86843.2506,86862.25605,88786.59493,82196.37581,81282.40058,88611.10928,93294.19549,93901.12313,97397.69439,101359.5973,108459.4165,113843.8153,118666.404,122201.9893,123253.5167,126874.0795,123377.3707,124821.0859,134810.6436,145348.6203,154237.4437,157234.3067,156722.505,167632.8984,170704.9081,173170.7748,179414.3204,189798.0339,200625.1126,211620.4487,219099.6083,231893.6712,241105.0423,222567.9084,247294.0689,256831.917,260562.3291
Argelia,DZA,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,96874.98979,82226.78366,65078.4737,86086.40172,89634.44827,93764.81395,87670.69633,93826.41859,101616.244,107705.5262,114633.1482,99370.75271,123742.2047,125468.3849,131642.7726,133476.8926,138230.1765,140310.3425,148942.1294,155378.7139,151805.3797,151368.4971,155774.8173,158709.8081,161973.2402,162344.8044,157713.1677,151945.5325,146271.2596,148728.5917,146247.6788,141089.3338,140173.4664,133967.3436,129856.5445,132031.3107,134780.0044,133746.1493,138346.3548,140804.6899,144123.8286,146422.8604,152290.0981,160046.7386,164929.5429,171310.5056,173582.4065,176001.2224,177149.6796,175873.4568,180761.3655,182576.1958,183269.188,184274.866,187960.4592,190027.3112,193421.0861,192373.3879,191322.9915,189524.5689,176992.304,180766.9061,184324.8542,189027.3554
Asia oriental y el Pacífico (excluido altos ingresos),EAP,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inicial del dividendo demográfico,EAR,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia oriental y el Pacífico,EAS,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central (excluido altos ingresos),ECA,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central,ECS,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,2486.676426,2541.343824,2591.216257,2570.445511,2681.394382,2688.784982,2601.290465,2641.575555,2612.817401,2654.465536,2753.851013,2841.881988,2898.092123,3207.579327,3465.76841,3738.15052,3903.532546,3857.677553,3967.478561,4005.497016,4043.654463,4158.069165,4074.620231,3955.647037,3954.653243,4005.926039,4042.757081,3936.089353,4071.552196,4019.729794,4075.406882,4159.468847,4158.910792,4155.75245,4249.687901,4263.564687,4256.446967,4359.39343,4420.932614,4137.24457,4110.425901,4209.824534,4340.722879,4387.837819,4606.204075,4771.614418,4893.939578,4902.593195,5136.112693,5104.33332,5221.683267,5572.332316,5801.485455,6127.401638,6295.54508,6213.529876,6081.46075,6346.731311,6303.918925,6208.570105,5568.414741,6067.977386,6392.219165,6485.935354
"Egipto, República Árabe de",EGY,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,13041.22475,13364.28647,13521.61401,14556.07758,15814.16411,16174.04701,16569.7161,16293.39597,15641.97866,16071.6874,16573.26555,16851.76966,16971.57359,17167.26335,17036.49534,18127.04292,20059.42501,21353.84692,22633.99293,23079.06658,24735.77025,25849.58324,27638.94203,28208.88357,30039.67755,30847.60133,31400.54972,31712.24661,32527.11545,33211.2338,34080.14039,33526.50299,34199.07053,34388.45263,34992.84098,35854.91447,36871.1666,38098.41029,39353.33043,40814.92757,42486.74397,43064.3734,43175.77933,43630.67177,44488.12217,45547.08389,47723.10173,50150.04446,52744.71282,54177.00917,55883.46496,55685.27634,55661.35004,55581.62413,55914.86851,57147.32089,58430.26324,59669.07526,61668.98428,63960.50561,65163.67932,66311.99683,69637.91393,71045.71741
Zona del Euro,EMU,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048.172006,9948.887665,11695.27915,11368.1718,11818.52247,12612.94152,12670.00343,12486.39277,11909.72479,12588.06836,12528.04117,11701.82686,11394.78375,11411.74185,11124.36984,11119.72323,9771.474229,9898.755317,9919.138723,10588.48052,,,,,,,,,,,,
España,ESP,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,5664.514615,6276.536352,6838.064812,7428.838942,7745.845732,8141.320121,8642.29094,8907.101676,9371.355161,10105.98348,10418.62207,10772.43085,11522.4283,12283.37243,12832.57041,12763.39047,13046.45342,13279.41833,13344.58422,13232.953,13417.06514,13304.37687,13389.57933,13560.36535,13745.1792,14013.39289,14426.12645,15186.92616,15926.78646,16669.42307,17282.15237,17677.10567,17754.19819,17480.1873,17811.77019,18222.32383,18619.73885,19207.01541,19950.5609,20745.89576,21727.44638,22422.79351,22717.46069,22966.08322,23276.26012,23699.09137,24244.05555,24640.35853,24436.42298,23308.2594,23223.0304,22992.57465,22319.31551,22072.95484,22475.66191,23406.52239,24068.52936,24707.53517,25188.81754,25499.14555,22598.85504,24083.67528,25388.04847,25749.8979
Estonia,EST,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8419.213021,7784.68266,6249.743061,6044.598387,6073.83567,6463.147886,6883.432679,7871.012872,8291.869025,8232.347703,9019.065344,9610.474636,10342.07199,11197.74644,12030.98015,13252.31791,14632.10995,15811.86264,15041.73317,12865.87187,13211.14779,14259.33998,14835.9555,15150.37136,15694.89291,15972.91561,16462.16722,17368.71558,17948.72755,18548.56816,17978.11018,19243.93583,18999.91622,18137.16845
Etiopía,ETH,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,5330.371636,5422.588798,5523.412572,5599.965795,5766.268168,6025.559677,6106.908182,6186.574576,6102.274818,6143.127618,6367.648092,6461.829872,6613.663101,6655.764712,6575.993813,6421.579293,6470.743295,6536.24089,6369.125282,6740.908428,6861.773485,6660.996382,7010.951684,6636.334466,5733.005274,6103.754188,6716.883543,6492.191564,6224.992636,6162.340022,5479.935243,4798.478908,5241.608768,5223.764369,5358.293381,5828.583124,5821.630754,5446.549742,5551.514146,5710.735246,6000.001366,5908.269808,5608.549986,6181.845595,6710.448945,7222.223813,7817.169456,8413.452778,8897.763562,9734.539934,10519.28177,11112.96308,11959.39464,12837.049,13795.72967,14693.81989,15666.34809,16288.94059,17182.65635,17736.4733,18242.96625,18716.34043,19420.28239
Unión Europea,EUU,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frágiles y situaciones de conflicto afectados,FCS,PIB per cápita (UMN a precios constantes),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
